# MSVC vtables of default.xex, named from their RTTI locator.
# Produced by scripts/SweepMsvcRtti.java, read-only, no oracle.
# An entry appears only when the whole chain resolves - locator, type
# descriptor, a name beginning '.?A', and a first slot pointing into an
# executable block. 1619 locator-like words failed a step; they are counted in
# the sweep summary and deliberately not named here.
# class is a best-effort undecoration and is EMPTY for templates: the mangled
# column is the authoritative name. bases are 'mangled@mdisp' in decimal.
# columns: vtable class bases mangled
0x82010b78	NU::Draw::DrawOrderBase	.?AVDrawOrderBase@Draw@NU@@@0	.?AVDrawOrderBase@Draw@NU@@
0x8205810c	CSplinter	.?AVCSplinter@@@0;.?AVCEffectRendererBase@@@0	.?AVCSplinter@@
0x82058120	CMapLightSprite	.?AVCMapLightSprite@@@0;.?AVCEffectRendererBase@@@0	.?AVCMapLightSprite@@
0x82058134	CRain	.?AVCRain@@@0;.?AVCEffectRendererBase@@@0	.?AVCRain@@
0x82058148	CSnow	.?AVCSnow@@@0;.?AVCEffectRendererBase@@@0	.?AVCSnow@@
0x8205815c	CSearchLight	.?AVCSearchLight@@@0;.?AVCEffectRendererBase@@@0	.?AVCSearchLight@@
0x82058170	CSearchLightFront	.?AVCSearchLightFront@@@0;.?AVCEffectRendererBase@@@0	.?AVCSearchLightFront@@
0x82058184	CLightShaft	.?AVCLightShaft@@@0;.?AVCEffectRendererBase@@@0	.?AVCLightShaft@@
0x82058198	CRisingSmokeNeo	.?AVCRisingSmokeNeo@@@0;.?AVCEffectRendererBase@@@0	.?AVCRisingSmokeNeo@@
0x820581ac	CTrack	.?AVCTrack@@@0;.?AVCEffectRendererBase@@@0	.?AVCTrack@@
0x820581c0	CAccomBulletRandom	.?AVCAccomBulletRandom@@@0;.?AVCEffectRendererBase@@@0	.?AVCAccomBulletRandom@@
0x820581d4	CNPCLineVapor	.?AVCNPCLineVapor@@@0;.?AVCEffectRendererBase@@@0	.?AVCNPCLineVapor@@
0x820581e8	CTankSmoke	.?AVCTankSmoke@@@0;.?AVCEffectRendererBase@@@0	.?AVCTankSmoke@@
0x820581fc	CUnitObjCloud	.?AVCUnitObjCloud@@@0;.?AVCEffectRendererBase@@@0	.?AVCUnitObjCloud@@
0x82058210	CAir	.?AVCAir@@@0;.?AVCEffectRendererBase@@@0	.?AVCAir@@
0x82058224	CSimpleExplosion	.?AVCSimpleExplosion@@@0;.?AVCEffectRendererBase@@@0	.?AVCSimpleExplosion@@
0x82058238	CSpark	.?AVCSpark@@@0;.?AVCEffectRendererBase@@@0	.?AVCSpark@@
0x8205824c	CFlare	.?AVCFlare@@@0;.?AVCEffectRendererBase@@@0	.?AVCFlare@@
0x82058260	CFlareLine	.?AVCFlareLine@@@0;.?AVCEffectRendererBase@@@0	.?AVCFlareLine@@
0x82058274	CAccomTrack	.?AVCAccomTrack@@@0;.?AVCEffectRendererBase@@@0	.?AVCAccomTrack@@
0x82058288	CMissileSmokeBelt	.?AVCMissileSmokeBelt@@@0;.?AVCEffectRendererBase@@@0	.?AVCMissileSmokeBelt@@
0x8205829c	CFlakgun	.?AVCFlakgun@@@0;.?AVCEffectRendererBase@@@0	.?AVCFlakgun@@
0x820582b0	CNimbusRing	.?AVCNimbusRing@@@0;.?AVCEffectRendererBase@@@0	.?AVCNimbusRing@@
0x820582c4	CEMLMuzzleFlash	.?AVCEMLMuzzleFlash@@@0;.?AVCEffectRendererBase@@@0	.?AVCEMLMuzzleFlash@@
0x820582d8	CFireworks	.?AVCFireworks@@@0;.?AVCEffectRendererBase@@@0	.?AVCFireworks@@
0x820582ec	CADMMBullet	.?AVCADMMBullet@@@0;.?AVCEffectRendererBase@@@0	.?AVCADMMBullet@@
0x82058300	CADMMSpark	.?AVCADMMSpark@@@0;.?AVCEffectRendererBase@@@0	.?AVCADMMSpark@@
0x82058314	CRocketLauncher	.?AVCRocketLauncher@@@0;.?AVCEffectRendererBase@@@0	.?AVCRocketLauncher@@
0x82058328	COnlineRCL	.?AVCOnlineRCL@@@0;.?AVCEffectRendererBase@@@0	.?AVCOnlineRCL@@
0x8205833c	CX360EffectGeneratorManager	.?AVCX360EffectGeneratorManager@@@0;.?AVCAce6EffectGeneratorManager@ACE6@@@0	.?AVCX360EffectGeneratorManager@@
0x8205834c	CX360EffectManager	.?AVCX360EffectManager@@@0;.?AVCAce6EffectManager@ACE6@@@0;.?AVCAce6EffectManagerInterface@ACE6@@@0;.?AVCAce6Thread@ACE6@@@0	.?AVCX360EffectManager@@
0x820585a0	EffectConstant	.?AVEffectConstant@@@0	.?AVEffectConstant@@
0x820585ac	CEffectGeneratorHeatBlur	.?AVCEffectGeneratorHeatBlur@@@0;.?AVCAce6EffectGeneratorHeatBlur@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorHeatBlur@@
0x82058654	CEffectGeneratorLightSprite	.?AVCEffectGeneratorLightSprite@@@0;.?AVCAce6EffectGeneratorLightSprite@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorLightSprite@@
0x82058704	CEffectGeneratorMuzzleFlash	.?AVCEffectGeneratorMuzzleFlash@@@0;.?AVCAce6EffectGeneratorMuzzleFlash@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorMuzzleFlash@@
0x820587ac	CEffectGeneratorGunSmoke	.?AVCEffectGeneratorGunSmoke@@@0;.?AVCAce6EffectGeneratorGunSmoke@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorGunSmoke@@
0x82058854	CEffectGeneratorBurnerLid	.?AVCEffectGeneratorBurnerLid@@@0;.?AVCAce6EffectGeneratorBurnerLid@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorBurnerLid@@
0x820588fc	CEffectGeneratorAfterBurner	.?AVCEffectGeneratorAfterBurner@@@0;.?AVCAce6EffectGeneratorAfterBurner@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorAfterBurner@@
0x820589a4	CEffectGeneratorLineVapor	.?AVCEffectGeneratorLineVapor@@@0;.?AVCAce6EffectGeneratorLineVapor@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorLineVapor@@
0x82058a4c	CEffectGeneratorShoulderVapor	.?AVCEffectGeneratorShoulderVapor@@@0;.?AVCAce6EffectGeneratorShoulderVapor@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorShoulderVapor@@
0x82058afc	CEffectGeneratorExplosion	.?AVCEffectGeneratorExplosion@@@0;.?AVCAce6EffectGeneratorExplosion@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorExplosion@@
0x82058ba4	CEffectGeneratorRadialBlur	.?AVCEffectGeneratorRadialBlur@@@0;.?AVCAce6EffectGeneratorRadialBlur@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorRadialBlur@@
0x82058c4c	CEffectGeneratorFlash	.?AVCEffectGeneratorFlash@@@0;.?AVCAce6EffectGeneratorFlash@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorFlash@@
0x82058cfc	CEffectGeneratorImpactShockWave	.?AVCEffectGeneratorImpactShockWave@@@0;.?AVCAce6EffectGeneratorImpactShockWave@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorImpactShockWave@@
0x82058da4	CEffectGeneratorImpactSmoke	.?AVCEffectGeneratorImpactSmoke@@@0;.?AVCAce6EffectGeneratorImpactSmoke@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorImpactSmoke@@
0x82058e4c	CEffectGeneratorImpactSand	.?AVCEffectGeneratorImpactSand@@@0;.?AVCAce6EffectGeneratorImpactSand@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorImpactSand@@
0x82058ef4	CEffectGeneratorBullet	.?AVCEffectGeneratorBullet@@@0;.?AVCAce6EffectGeneratorBullet@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorBullet@@
0x82058f9c	CEffectGeneratorMissileSmoke	.?AVCEffectGeneratorMissileSmoke@@@0;.?AVCAce6EffectGeneratorMissileSmoke@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorMissileSmoke@@
0x8205904c	CEffectGeneratorSplinter	.?AVCEffectGeneratorSplinter@@@0;.?AVCAce6EffectGeneratorSplinter@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorSplinter@@
0x820590f4	CEffectGeneratorMapLightSprite	.?AVCEffectGeneratorMapLightSprite@@@0;.?AVCAce6EffectGeneratorMapLightSprite@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorMapLightSprite@@
0x820591a4	CEffectGeneratorRain	.?AVCEffectGeneratorRain@@@0;.?AVCAce6EffectGeneratorRain@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorRain@@
0x8205924c	CEffectGeneratorSnow	.?AVCEffectGeneratorSnow@@@0;.?AVCAce6EffectGeneratorSnow@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorSnow@@
0x820592f4	CEffectGeneratorSearchLight	.?AVCEffectGeneratorSearchLight@@@0;.?AVCAce6EffectGeneratorSearchLight@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorSearchLight@@
0x8205939c	CEffectGeneratorLightShaft	.?AVCEffectGeneratorLightShaft@@@0;.?AVCAce6EffectGeneratorLightShaft@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorLightShaft@@
0x8205944c	CEffectGeneratorRisingSmoke	.?AVCEffectGeneratorRisingSmoke@@@0;.?AVCAce6EffectGeneratorRisingSmoke@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorRisingSmoke@@
0x820594f4	CEffectGeneratorTrack	.?AVCEffectGeneratorTrack@@@0;.?AVCAce6EffectGeneratorTrack@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorTrack@@
0x8205959c	CEffectGeneratorStrakeVapor	.?AVCEffectGeneratorStrakeVapor@@@0;.?AVCAce6EffectGeneratorStrakeVapor@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorStrakeVapor@@
0x82059644	CEffectGeneratorAccomBulletRandom	.?AVCEffectGeneratorAccomBulletRandom@@@0;.?AVCAce6EffectGeneratorAccomBulletRandom@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorAccomBulletRandom@@
0x820596f4	CEffectGeneratorNPCLineVapor	.?AVCEffectGeneratorNPCLineVapor@@@0;.?AVCAce6EffectGeneratorNPCLineVapor@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorNPCLineVapor@@
0x820597a4	CEffectGeneratorTankSmoke	.?AVCEffectGeneratorTankSmoke@@@0;.?AVCAce6EffectGeneratorTankSmoke@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorTankSmoke@@
0x82059854	CEffectGeneratorSpark	.?AVCEffectGeneratorSpark@@@0;.?AVCAce6EffectGeneratorSpark@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorSpark@@
0x820598fc	CEffectGeneratorUnitObjCloud	.?AVCEffectGeneratorUnitObjCloud@@@0;.?AVCAce6EffectGeneratorUnitObjCloud@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorUnitObjCloud@@
0x820599a4	CEffectGeneratorAir	.?AVCEffectGeneratorAir@@@0;.?AVCAce6EffectGeneratorAir@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorAir@@
0x82059a4c	CEffectGeneratorSimpleExplosion	.?AVCEffectGeneratorSimpleExplosion@@@0;.?AVCAce6EffectGeneratorSimpleExplosion@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorSimpleExplosion@@
0x82059af4	CEffectGeneratorFlare	.?AVCEffectGeneratorFlare@@@0;.?AVCAce6EffectGeneratorFlare@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorFlare@@
0x82059b9c	CEffectGeneratorFlakgun	.?AVCEffectGeneratorFlakgun@@@0;.?AVCAce6EffectGeneratorFlakgun@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorFlakgun@@
0x82059c44	CEffectGeneratorNimbusRing	.?AVCEffectGeneratorNimbusRing@@@0;.?AVCAce6EffectGeneratorNimbusRing@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorNimbusRing@@
0x82059cec	CEffectGeneratorEMLMuzzleFlash	.?AVCEffectGeneratorEMLMuzzleFlash@@@0;.?AVCAce6EffectGeneratorEMLMuzzleFlash@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorEMLMuzzleFlash@@
0x82059d94	CEffectGeneratorFireworks	.?AVCEffectGeneratorFireworks@@@0;.?AVCAce6EffectGeneratorFireworks@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorFireworks@@
0x82059e3c	CEffectGeneratorADMMBullet	.?AVCEffectGeneratorADMMBullet@@@0;.?AVCAce6EffectGeneratorADMMBullet@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorADMMBullet@@
0x82059eec	CEffectGeneratorADMMMuzzleFlash	.?AVCEffectGeneratorADMMMuzzleFlash@@@0;.?AVCAce6EffectGeneratorADMMMuzzleFlash@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorADMMMuzzleFlash@@
0x82059f94	CEffectGeneratorRocketLauncher	.?AVCEffectGeneratorRocketLauncher@@@0;.?AVCAce6EffectGeneratorRocketLauncher@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorRocketLauncher@@
0x8205a03c	CEffectGeneratorOnlineRCL	.?AVCEffectGeneratorOnlineRCL@@@0;.?AVCAce6EffectGeneratorOnlineRCL@ACE6@@@0;.?AVCAce6EffectGenerator@ACE6@@@0;.?AVCAce6SortPoint@ACE6@@@0	.?AVCEffectGeneratorOnlineRCL@@
0x8205a150	swg::Callback	.?AVCallback@swg@@@0	.?AVCallback@swg@@
0x8205a18c	CSwgCallback	.?AVCSwgCallback@@@0;.?AVCallback@swg@@@0	.?AVCSwgCallback@@
0x8205a1cc	CSwgListener	.?AVCSwgListener@@@0	.?AVCSwgListener@@
0x8205a6e0	swg::MovieMemoryBase	.?AVMovieMemoryBase@swg@@@0	.?AVMovieMemoryBase@swg@@
0x8205a718	swg::MemoryBase	.?AVMemoryBase@swg@@@0	.?AVMemoryBase@swg@@
0x8205a74c	swg::VariableBase	.?AVVariableBase@swg@@@0	.?AVVariableBase@swg@@
0x8205a76c	swg::ASContextBase	.?AVASContextBase@swg@@@0	.?AVASContextBase@swg@@
0x8205a8b8	CSwgManager	.?AVCSwgManager@@@0	.?AVCSwgManager@@
0x8205a8ec		.?AV?$Memory@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVMemoryBase@swg@@@0	.?AV?$Memory@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205a924		.?AV?$CSwgASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AV?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVASContextBase@swg@@@0	.?AV?$CSwgASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205aa74		.?AV?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVASContextBase@swg@@@0	.?AV?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205abc4		.?AVSObject@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariable@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariableBase@swg@@@0	.?AVSObject@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205ac74		.?AVPropertyHandler@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVSObject@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariable@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariableBase@swg@@@0	.?AVPropertyHandler@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205ad3c		.?AVStackPosValue@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariable@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariableBase@swg@@@0	.?AVStackPosValue@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205ade4		.?AVTargetListValue@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariable@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariableBase@swg@@@0	.?AVTargetListValue@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205ae8c		.?AVNull@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariable@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariableBase@swg@@@0	.?AVNull@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205af34		.?AVUndefined@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariable@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariableBase@swg@@@0	.?AVUndefined@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205afdc		.?AVBoolean@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariable@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariableBase@swg@@@0	.?AVBoolean@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205b084		.?AVInteger@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariable@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariableBase@swg@@@0	.?AVInteger@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205b12c		.?AVFloat@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariable@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariableBase@swg@@@0	.?AVFloat@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205b1d4		.?AVString@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariable@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariableBase@swg@@@0	.?AVString@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205b27c		.?AVArray@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVSObject@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariable@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariableBase@swg@@@0	.?AVArray@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205b32c		.?AVMovieClip@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVSObject@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariable@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariableBase@swg@@@0	.?AVMovieClip@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205b3dc		.?AVSoundObject@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVSObject@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariable@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariableBase@swg@@@0	.?AVSoundObject@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205b48c		.?AVFunction@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVSObject@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariable@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariableBase@swg@@@0	.?AVFunction@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205b53c		.?AVMathHandler@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVPropertyHandler@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVSObject@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariable@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariableBase@swg@@@0	.?AVMathHandler@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205b604		.?AVKeyHandler@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVPropertyHandler@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVSObject@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariable@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariableBase@swg@@@0	.?AVKeyHandler@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205b6cc		.?AVMovieClipHandler@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVPropertyHandler@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVSObject@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariable@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariableBase@swg@@@0	.?AVMovieClipHandler@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205b794		.?AVSoundObjectHandler@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVPropertyHandler@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVSObject@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariable@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariableBase@swg@@@0	.?AVSoundObjectHandler@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205b85c		.?AVCSwgHandler@?$CSwgASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVPropertyHandler@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVSObject@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariable@?$ASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVVariableBase@swg@@@0	.?AVCSwgHandler@?$CSwgASContext@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205b920		.?AV?$MovieMemory@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@@0;.?AVMovieMemoryBase@swg@@@0	.?AV?$MovieMemory@V?$lwallocator@E$0A@$0EA@@stx@@@swg@@
0x8205bca8	swg::Renderer	.?AVRenderer@swg@@@0	.?AVRenderer@swg@@
0x8205bcdc	CSwgRenderer	.?AVCSwgRenderer@@@0;.?AVRenderer@swg@@@0	.?AVCSwgRenderer@@
0x8205bd2c	CSwgSound	.?AVCSwgSound@@@0	.?AVCSwgSound@@
0x8205bd50	CHwObject	.?AVCHwObject@@@0	.?AVCHwObject@@
0x8205bd64	CHwObjectFVF	.?AVCHwObjectFVF@@@0;.?AVCHwObject@@@0	.?AVCHwObjectFVF@@
0x8205c82c	ACE6::CAce6MapManager	.?AVCAce6MapManager@ACE6@@@0	.?AVCAce6MapManager@ACE6@@
0x8205c974	ACE6::CAce6Vignetting	.?AVCAce6Vignetting@ACE6@@@0;.?AVCAce6PostEffectBase@ACE6@@@0	.?AVCAce6Vignetting@ACE6@@
0x8205c980	ACE6::CAce6Sun	.?AVCAce6Sun@ACE6@@@0;.?AVCAce6PostEffectBase@ACE6@@@0	.?AVCAce6Sun@ACE6@@
0x8205c98c	ACE6::CAce6LensFlare	.?AVCAce6LensFlare@ACE6@@@0;.?AVCAce6PostEffectBase@ACE6@@@0	.?AVCAce6LensFlare@ACE6@@
0x8205c998	ACE6::CAce6ToneCorrection	.?AVCAce6ToneCorrection@ACE6@@@0;.?AVCAce6PostEffectBase@ACE6@@@0	.?AVCAce6ToneCorrection@ACE6@@
0x8205c9a4	CMapManager	.?AVCMapManager@@@0;.?AVCAce6MapManager@ACE6@@@0	.?AVCMapManager@@
0x8205caec	CSkySphere	.?AVCSkySphere@@@0	.?AVCSkySphere@@
